Id,TextTopics,TopicPercentages
99_5432_4,17,0.5793306
99_5435_4,17,0.41344395
99_5436_4,56,0.4037022
99_5437_4,12,0.7249566
99_5438_4,51,0.37170258
99_5439_4,5,0.59021014
99_5440_4,17,0.57206404
99_5441_4,48,0.775205
99_5442_4,54,0.45152712
99_5443_4,19,0.4805901
99_5444_4,17,0.40699753
99_5445_4,13,0.49285856
99_5446_4,41,0.48266587
99_5448_4,5,0.48117498
99_5449_4,56,0.93927294
99_5450_4,59,0.8604049
99_5451_4,5,0.62286335
99_5452_4,19,0.4675139
99_5453_4,53,0.9017676
99_5456_4,56,0.6566069
99_5457_4,54,0.6531525
99_5459_4,17,0.66499203
99_5461_4,57,0.6114639
99_5463_4,4,0.4908282
99_5464_4,13,0.48386478
99_5469_4,66,0.31427354
99_5470_4,17,0.45770958
99_5471_4,7,0.59118944
99_5472_4,44,0.6500489
99_5473_4,3,0.5782243
99_5474_4,56,0.5831841
99_5475_4,62,0.49069446
99_5477_4,25,0.48363626
99_5479_4,56,0.46384457
99_5480_4,18,0.6491258
99_5481_4,36,0.66166717
99_5483_4,54,0.6588399
99_5485_4,45,0.6487016
99_5486_4,31,0.73573077
99_5487_4,45,0.6605373
99_5488_4,17,0.4852198
99_5489_4,23,0.32597008
99_5490_4,38,0.5397387
99_5491_4,47,0.7185951
99_5492_4,16,0.7294915
99_5493_4,21,0.73401606
99_5494_4,19,0.7489169
99_5495_4,30,0.48148197
99_5500_4,38,0.78107375
99_5501_4,57,0.48160303
99_5503_4,8,0.6481719
99_5504_4,13,0.50442934
99_5506_4,19,0.47121823
99_5507_4,6,0.48302174
99_5508_4,46,0.49090278
99_5509_4,19,0.7489171
99_5510_4,23,0.649628
99_5511_4,17,0.5720042
99_5512_4,20,0.35113087
99_5513_4,13,0.39537254
99_5515_4,45,0.4816721
99_5516_4,17,0.49098164
99_5517_4,15,0.49354482
99_5518_4,19,0.40304455
99_5522_4,11,0.72750914
99_5523_4,42,0.9168244
99_5524_4,17,0.49636573
99_5530_4,17,0.35470408
99_5531_4,26,0.42741796
99_5533_4,6,0.82184154
99_5534_4,17,0.65809816
99_5536_4,35,0.6767866
99_5537_4,31,0.56332827
99_5538_4,27,0.48754585
99_5540_4,14,0.720153
99_5541_4,42,0.30557618
99_5542_4,10,0.7106313
99_5543_4,17,0.48777846
99_5545_4,19,0.51015604
99_5546_4,25,0.47327515
99_5547_4,34,0.4276585
99_5549_4,35,0.3731458
99_5550_4,19,0.47029877
99_5554_4,41,0.809909
99_5555_4,14,0.8070049
99_5556_4,58,0.3630703
99_5558_4,16,0.43165737
99_5559_4,4,0.365515
99_5560_4,36,0.43976492
99_5563_4,34,0.5763541
99_5565_4,19,0.51015604
99_5566_4,47,0.49661997
99_5568_4,59,0.5754566
99_5569_4,17,0.5057079
99_5570_4,42,0.49372745
99_5571_4,54,0.82363117
